LineId,Content,EventId,EventTemplate
1124,Remote controller assisted takeoff initiated.,274,Remote controller assisted takeoff initiated.
1125,Remote controller assisted takeoff initiated.,274,Remote controller assisted takeoff initiated.
1126,Gimbal Yaw Limit Reached,202,Gimbal Yaw Limit Reached
1127,Gimbal Yaw Limit Reached,202,Gimbal Yaw Limit Reached
1128,Gimbal Yaw Limit Reached,202,Gimbal Yaw Limit Reached
1129,Home Point recorded. Return-to-Home Altitude : 98FT,12,Home Point recorded. Return-to-Home Altitude : 98FT
1130,Remote controller assisted takeoff initiated.,274,Remote controller assisted takeoff initiated.
1131,Home Point recorded. Return-to-Home Altitude : 98FT,12,Home Point recorded. Return-to-Home Altitude : 98FT
1132,Propulsion output has been limited to ensure battery health.,411,Propulsion output has been limited to ensure battery health.
1133,Aircraft is close to the Home Point. Initiating Return to Home will now trigger Auto Landing.,252,Aircraft is close to the Home Point. Initiating Return to Home will now trigger Auto Landing.
1134,Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,169,Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.
1135,Gimbal Pitch Limit Reached.,70,Gimbal Pitch Limit Reached.
1136,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution."
1137,Taking Off.,162,Taking Off.
1138,Return-to-Home Altitude : 65FT,95,Return-to-Home Altitude : 65FT
1139,Cannot switch flight mode. Turn on 'Multiple Flight Modes' to enable Atti and Sport Modes,170,Cannot switch flight mode. Turn on 'Multiple Flight Modes' to enable Atti and Sport Modes
1140,Large Wind Velocity. Fly with caution.,108,Large Wind Velocity. Fly with caution.
1141,Large Wind Velocity. Fly with caution.,108,Large Wind Velocity. Fly with caution.
1142,Large Wind Velocity. Fly with caution.,108,Large Wind Velocity. Fly with caution.
1143,Large Wind Velocity. Fly with caution.,108,Large Wind Velocity. Fly with caution.
1144,Landing.,280,Landing.
1145,Data Recorder File Index is 65.,109,Data Recorder File Index is 65.
1146,Taking off.,162,Taking off.
1147,RTH Altitude : 65FT.,115,RTH Altitude : 65FT.
1148,Home Point Updated.,166,Home Point Updated.
1149,Cannot switch flight mode. Turn on 'Multiple Flight Modes' to enable Atti and Sport Modes.,170,Cannot switch flight mode. Turn on 'Multiple Flight Modes' to enable Atti and Sport Modes.
1150,Cannot switch flight mode. Turn on 'Multiple Flight Modes' to enable Atti and Sport Modes.,170,Cannot switch flight mode. Turn on 'Multiple Flight Modes' to enable Atti and Sport Modes.
1151,GPS Position Mismatch.,188,GPS Position Mismatch.
1152,GPS Position Mismatch.,188,GPS Position Mismatch.
1153,GPS Position Mismatch.,188,GPS Position Mismatch.
1154,GPS Position Mismatch.,188,GPS Position Mismatch.
1155,GPS Position Mismatch.,188,GPS Position Mismatch.
1156,GPS Position Mismatch.,188,GPS Position Mismatch.
1157,GPS Position Mismatch.,188,GPS Position Mismatch.
1158,GPS Position Mismatch.,188,GPS Position Mismatch.
1159,GPS Position Mismatch.,188,GPS Position Mismatch.
1160,GPS Position Mismatch.,188,GPS Position Mismatch.
1161,GPS Position Mismatch.,188,GPS Position Mismatch.
1162,GPS Position Mismatch.,188,GPS Position Mismatch.
1163,GPS Position Mismatch.,188,GPS Position Mismatch.
1164,GPS Position Mismatch.,188,GPS Position Mismatch.
1165,Large Wind Velocity.,288,Large Wind Velocity.
1166,GPS Position Mismatch.,188,GPS Position Mismatch.
1167,GPS Position Mismatch.,188,GPS Position Mismatch.
1168,GPS Position Mismatch.,188,GPS Position Mismatch.
1169,GPS Position Mismatch.,188,GPS Position Mismatch.
1170,GPS Position Mismatch.,188,GPS Position Mismatch.
1171,GPS Position Mismatch.,188,GPS Position Mismatch.
1172,GPS Position Mismatch.,188,GPS Position Mismatch.
1173,GPS Position Mismatch.,188,GPS Position Mismatch.
1174,GPS Position Mismatch.,188,GPS Position Mismatch.
1175,GPS Position Mismatch.,188,GPS Position Mismatch.
1176,Large Wind Velocity.,288,Large Wind Velocity.
1177,Large Wind Velocity.,288,Large Wind Velocity.
1178,GPS Position Mismatch.,188,GPS Position Mismatch.
1179,GPS Position Mismatch.,188,GPS Position Mismatch.
1180,GPS Position Mismatch.,188,GPS Position Mismatch.
1181,GPS Position Mismatch.,188,GPS Position Mismatch.
1182,GPS Position Mismatch.,188,GPS Position Mismatch.
1183,GPS Position Mismatch.,188,GPS Position Mismatch.
1184,GPS Position Mismatch.,188,GPS Position Mismatch.
1185,GPS Position Mismatch.,188,GPS Position Mismatch.
1186,GPS Position Mismatch.,188,GPS Position Mismatch.
1187,GPS Position Mismatch.,188,GPS Position Mismatch.
1188,GPS Position Mismatch.,188,GPS Position Mismatch.
1189,GPS Position Mismatch.,188,GPS Position Mismatch.
1190,GPS Position Mismatch.,188,GPS Position Mismatch.
1191,GPS Position Mismatch.,188,GPS Position Mismatch.
1192,GPS Position Mismatch.,188,GPS Position Mismatch.
1193,GPS Position Mismatch.,188,GPS Position Mismatch.
1194,GPS Position Mismatch.,188,GPS Position Mismatch.
1195,GPS Position Mismatch.,188,GPS Position Mismatch.
1196,GPS Position Mismatch.,188,GPS Position Mismatch.
1197,GPS Position Mismatch.,188,GPS Position Mismatch.
1198,GPS Position Mismatch.,188,GPS Position Mismatch.
1199,GPS Position Mismatch.,188,GPS Position Mismatch.
1200,GPS Position Mismatch.,188,GPS Position Mismatch.
1201,GPS Position Mismatch.,188,GPS Position Mismatch.
1202,GPS Position Mismatch.,188,GPS Position Mismatch.
1203,GPS Position Mismatch.,188,GPS Position Mismatch.
1204,GPS Position Mismatch.,188,GPS Position Mismatch.
1205,GPS Position Mismatch.,188,GPS Position Mismatch.
1206,GPS Position Mismatch.,188,GPS Position Mismatch.
1207,GPS Position Mismatch.,188,GPS Position Mismatch.
1208,GPS Position Mismatch.,188,GPS Position Mismatch.
1209,GPS Position Mismatch.,188,GPS Position Mismatch.
1210,GPS Position Mismatch.,188,GPS Position Mismatch.
1211,GPS Position Mismatch.,188,GPS Position Mismatch.
1212,GPS Position Mismatch.,188,GPS Position Mismatch.
1213,GPS Position Mismatch.,188,GPS Position Mismatch.
1214,GPS Position Mismatch.,188,GPS Position Mismatch.
1215,GPS Position Mismatch.,188,GPS Position Mismatch.
1216,GPS Position Mismatch.,188,GPS Position Mismatch.
1217,GPS Position Mismatch.,188,GPS Position Mismatch.
1218,GPS Position Mismatch.,188,GPS Position Mismatch.
1219,GPS Position Mismatch.,188,GPS Position Mismatch.
1220,GPS Position Mismatch.,188,GPS Position Mismatch.
1221,GPS Position Mismatch.,188,GPS Position Mismatch.
1222,GPS Position Mismatch.,188,GPS Position Mismatch.
1223,GPS Position Mismatch.,188,GPS Position Mismatch.
1224,Large Wind Velocity.,288,Large Wind Velocity.
1225,Landing.,280,Landing.
1226,Fly with caution and ensure the aircraft remains within your line of sight.,360,Fly with caution and ensure the aircraft remains within your line of sight.
1227,Fly with caution and ensure the aircraft remains within your line of sight.,360,Fly with caution and ensure the aircraft remains within your line of sight.
1228,Fly with caution and ensure the aircraft remains within your line of sight.,360,Fly with caution and ensure the aircraft remains within your line of sight.
1229,Fly with caution and ensure the aircraft remains within your line of sight.,360,Fly with caution and ensure the aircraft remains within your line of sight.
1230,Fly with caution and ensure the aircraft remains within your line of sight.,360,Fly with caution and ensure the aircraft remains within your line of sight.
1231,Landing.,280,Landing.
1232,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution."
1233,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution."
1234,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution."
1235,Mobile device version too old to support HD image transmission and the image transmission mode has been switch to normal mode.,205,Mobile device version too old to support HD image transmission and the image transmission mode has been switch to normal mode.
1236,Home Point recorded. Return-to-Home Altitude : 98FT,12,Home Point recorded. Return-to-Home Altitude : 98FT
1237,Strong Remote Controller Interference.,297,Strong Remote Controller Interference.
1238,"Braking now. Return sticks to midpoints, then continue flying.",7,"Braking now. Return sticks to midpoints, then continue flying."
1239,Strong Remote Controller Interference.,297,Strong Remote Controller Interference.
1240,Strong Remote Controller Interference.,297,Strong Remote Controller Interference.
1241,Strong Remote Controller Interference.,297,Strong Remote Controller Interference.
1242,Home Point recorded. Return-to-Home Altitude : 98FT,12,Home Point recorded. Return-to-Home Altitude : 98FT
1243,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,158,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.
1244,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,158,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.
1245,Strong Remote Controller Interference.,297,Strong Remote Controller Interference.
1246,Data Recorder File Index is 12.,109,Data Recorder File Index is 12.
1247,Home Point Updated.,166,Home Point Updated.
1248,Home Point recorded. Return-to-Home Altitude : 98FT.,12,Home Point recorded. Return-to-Home Altitude : 98FT.
1249,Strong Remote Controller Interference.,297,Strong Remote Controller Interference.
1250,"Braking now. Return sticks to midpoints, then continue flying.",7,"Braking now. Return sticks to midpoints, then continue flying."
1251,Strong Remote Controller Interference.,297,Strong Remote Controller Interference.
1252,Strong Remote Controller Interference.,297,Strong Remote Controller Interference.
1253,Strong Remote Controller Interference.,297,Strong Remote Controller Interference.
1254,Data Recorder File Index is 12.,109,Data Recorder File Index is 12.
1255,Home Point Updated.,166,Home Point Updated.
1256,Home Point recorded. Return-to-Home Altitude : 98FT.,12,Home Point recorded. Return-to-Home Altitude : 98FT.
1257,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,158,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.
1258,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,158,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.
1259,Strong Remote Controller Interference.,297,Strong Remote Controller Interference.
1260,Home Point Recorded. RTH Altitude : 30m.,12,Home Point Recorded. RTH Altitude : 30m.
1261,Tap the screen lightly to focus.,81,Tap the screen lightly to focus.
1262,Mobile device CPU fully loaded. Related performance will be affected.,137,Mobile device CPU fully loaded. Related performance will be affected.
1263,Obstacle Avoided. Revise Flight Route,122,Obstacle Avoided. Revise Flight Route
1264,Attitude is too large.,351,Attitude is too large.
1265,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution."
1266,Home Point Recorded.,57,Home Point Recorded.
1267,Taking Off.,162,Taking Off.
1268,Return-to-Home Altitude : 65FT,95,Return-to-Home Altitude : 65FT
1269,Home Point Recorded.,57,Home Point Recorded.
1270,Large Wind Velocity. Fly with caution.,108,Large Wind Velocity. Fly with caution.
1271,Landing.,280,Landing.
1272,Weak GPS signal. Aircraft is in Attitude mode and hovering may be unstable. Fly with caution.,432,Weak GPS signal. Aircraft is in Attitude mode and hovering may be unstable. Fly with caution.
1273,Tap the screen to focus.,81,Tap the screen to focus.
1274,Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,169,Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.
1275,SD card write speed is too slow. Not suitable for shooting a 4K video.,156,SD card write speed is too slow. Not suitable for shooting a 4K video.
1276,Maximum flight distance reached. Adjust the distance in MC Settings if required.,44,Maximum flight distance reached. Adjust the distance in MC Settings if required.
1277,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,158,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.
1278,High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,43,High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.
1279,Maximum flight distance reached. Adjust the distance in MC Settings if required.,44,Maximum flight distance reached. Adjust the distance in MC Settings if required.
1280,Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,169,Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.
1281,Backward Obstacle Sensing is not functioning.,30,Backward Obstacle Sensing is not functioning.
1282,Sensing system is blocked or too close to the obstacle.,230,Sensing system is blocked or too close to the obstacle.
1283,Weak GPS signal. Aircraft is in Attitude mode and hovering may be unstable. Fly with caution.,432,Weak GPS signal. Aircraft is in Attitude mode and hovering may be unstable. Fly with caution.
1284,Mobile device version too old to support HD image transmission and the image transmission mode has been switch to normal mode.,205,Mobile device version too old to support HD image transmission and the image transmission mode has been switch to normal mode.
1285,Home Point recorded. Return-to-Home Altitude : 98FT,12,Home Point recorded. Return-to-Home Altitude : 98FT
1286,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,158,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.
1287,Intelligent Flight Modes have not been enabled. Enable this option in Main Controller Settings if needed.,390,Intelligent Flight Modes have not been enabled. Enable this option in Main Controller Settings if needed.
1288,Maximum flight distance reached. Adjust the distance in MC Settings if required.,44,Maximum flight distance reached. Adjust the distance in MC Settings if required.
1289,"To take off in non-P mode, toggle Flight Mode Switch to another mode and then toggle it back.",486,"To take off in non-P mode, toggle Flight Mode Switch to another mode and then toggle it back."
1290,Switched to P (Positioning)-mode.,499,Switched to P (Positioning)-mode.
1291,Switched to T (Tripod)-mode.,413,Switched to T (Tripod)-mode.
1292,Switched to P (Positioning)-mode.,499,Switched to P (Positioning)-mode.
1293,Switched to S (Sport)-mode.,475,Switched to S (Sport)-mode.
1294,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,158,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.
1295,Data Recorder File Index is 46.,109,Data Recorder File Index is 46.
1296,RTH Altitude : 65FT.,115,RTH Altitude : 65FT.
1297,Taking off.,162,Taking off.
1298,Home Point Recorded.,57,Home Point Recorded.
1299,Home Point Updated.,166,Home Point Updated.
1300,GPS Position Mismatch.,188,GPS Position Mismatch.
1301,GPS Position Mismatch.,188,GPS Position Mismatch.
1302,GPS Position Mismatch.,188,GPS Position Mismatch.
1303,GPS Position Mismatch.,188,GPS Position Mismatch.
1304,GPS Position Mismatch.,188,GPS Position Mismatch.
1305,GPS Position Mismatch.,188,GPS Position Mismatch.
1306,GPS Position Mismatch.,188,GPS Position Mismatch.
1307,GPS Position Mismatch.,188,GPS Position Mismatch.
1308,GPS Position Mismatch.,188,GPS Position Mismatch.
1309,GPS Position Mismatch.,188,GPS Position Mismatch.
1310,GPS Position Mismatch.,188,GPS Position Mismatch.
1311,GPS Position Mismatch.,188,GPS Position Mismatch.
1312,GPS Position Mismatch.,188,GPS Position Mismatch.
1313,GPS Position Mismatch.,188,GPS Position Mismatch.
1314,GPS Position Mismatch.,188,GPS Position Mismatch.
1315,GPS Position Mismatch.,188,GPS Position Mismatch.
1316,Large Wind Velocity.,288,Large Wind Velocity.
1317,GPS Position Mismatch.,188,GPS Position Mismatch.
1318,GPS Position Mismatch.,188,GPS Position Mismatch.
1319,GPS Position Mismatch.,188,GPS Position Mismatch.
1320,GPS Position Mismatch.,188,GPS Position Mismatch.
1321,GPS Position Mismatch.,188,GPS Position Mismatch.
1322,GPS Position Mismatch.,188,GPS Position Mismatch.
1323,GPS Position Mismatch.,188,GPS Position Mismatch.
1324,GPS Position Mismatch.,188,GPS Position Mismatch.
1325,GPS Position Mismatch.,188,GPS Position Mismatch.
1326,GPS Position Mismatch.,188,GPS Position Mismatch.
1327,GPS Position Mismatch.,188,GPS Position Mismatch.
1328,GPS Position Mismatch.,188,GPS Position Mismatch.
1329,GPS Position Mismatch.,188,GPS Position Mismatch.
1330,GPS Position Mismatch.,188,GPS Position Mismatch.
1331,GPS Position Mismatch.,188,GPS Position Mismatch.
1332,GPS Position Mismatch.,188,GPS Position Mismatch.
1333,GPS Position Mismatch.,188,GPS Position Mismatch.
1334,GPS Position Mismatch.,188,GPS Position Mismatch.
1335,GPS Position Mismatch.,188,GPS Position Mismatch.
1336,GPS Position Mismatch.,188,GPS Position Mismatch.
1337,GPS Position Mismatch.,188,GPS Position Mismatch.
1338,GPS Position Mismatch.,188,GPS Position Mismatch.
1339,GPS Position Mismatch.,188,GPS Position Mismatch.
1340,GPS Position Mismatch.,188,GPS Position Mismatch.
1341,GPS Position Mismatch.,188,GPS Position Mismatch.
1342,GPS Position Mismatch.,188,GPS Position Mismatch.
1343,GPS Position Mismatch.,188,GPS Position Mismatch.
1344,GPS Position Mismatch.,188,GPS Position Mismatch.
1345,GPS Position Mismatch.,188,GPS Position Mismatch.
1346,GPS Position Mismatch.,188,GPS Position Mismatch.
1347,GPS Position Mismatch.,188,GPS Position Mismatch.
1348,GPS Position Mismatch.,188,GPS Position Mismatch.
1349,GPS Position Mismatch.,188,GPS Position Mismatch.
1350,GPS Position Mismatch.,188,GPS Position Mismatch.
1351,GPS Position Mismatch.,188,GPS Position Mismatch.
1352,Landing.,280,Landing.
1353,Data Recorder File Index is 57.,109,Data Recorder File Index is 57.
1354,Home Point Updated.,166,Home Point Updated.
1355,Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,169,Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.
1356,Maximum flight distance reached. Adjust the distance in MC Settings if required.,44,Maximum flight distance reached. Adjust the distance in MC Settings if required.
1357,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,158,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.
1358,High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,43,High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.
1359,Maximum flight distance reached. Adjust the distance in MC Settings if required.,44,Maximum flight distance reached. Adjust the distance in MC Settings if required.
1360,High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,43,High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.
1361,Data Recorder File Index is 45.,109,Data Recorder File Index is 45.
1362,Home Point Updated.,166,Home Point Updated.
1363,Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,169,Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.
1364,Tap the screen to focus.,81,Tap the screen to focus.
1365,Downlink Lost.,120,Downlink Lost.
1366,Data Recorder File Index is 7.,109,Data Recorder File Index is 7.
1367,Home Point Updated.,166,Home Point Updated.
1368,Home Point recorded. Return-to-Home Altitude : 98FT.,12,Home Point recorded. Return-to-Home Altitude : 98FT.
1369,"To take off in non-P mode, toggle Flight Mode Switch to another mode and then toggle it back.",486,"To take off in non-P mode, toggle Flight Mode Switch to another mode and then toggle it back."
1370,Switched to P (Positioning)-mode.,499,Switched to P (Positioning)-mode.
1371,Switched to T (Tripod)-mode.,413,Switched to T (Tripod)-mode.
1372,Switched to P (Positioning)-mode.,499,Switched to P (Positioning)-mode.
1373,Switched to S (Sport)-mode.,475,Switched to S (Sport)-mode.
1374,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,158,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.
1375,Intelligent Flight Modes have not been enabled. Enable this option in Main Controller Settings if needed.,390,Intelligent Flight Modes have not been enabled. Enable this option in Main Controller Settings if needed.
1376,Maximum flight distance reached. Adjust the distance in MC Settings if required.,44,Maximum flight distance reached. Adjust the distance in MC Settings if required.
1377,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,158,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.
1378,Home Point Recorded. RTH Altitude : 30m.,12,Home Point Recorded. RTH Altitude : 30m.
1379,Max Flight Altitude Reached. Adjust in Main Controller Settings if necessary,15,Max Flight Altitude Reached. Adjust in Main Controller Settings if necessary
1380,Home Point Recorded. RTH Altitude : 30m.,12,Home Point Recorded. RTH Altitude : 30m.
1381,Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,44,Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.
1382,Mobile device version too old to support HD image transmission and the image transmission mode has been switch to normal mode.,205,Mobile device version too old to support HD image transmission and the image transmission mode has been switch to normal mode.
1383,Intelligent Flight Modes have not been enabled. Enable this option in Main Controller Settings if needed.,390,Intelligent Flight Modes have not been enabled. Enable this option in Main Controller Settings if needed.
1384,Home Point recorded. Return-to-Home Altitude : 98FT,12,Home Point recorded. Return-to-Home Altitude : 98FT
1385,Strong Remote Controller Interference.,297,Strong Remote Controller Interference.
1386,Data Recorder File Index is 7.,109,Data Recorder File Index is 7.
1387,Home Point Updated.,166,Home Point Updated.
1388,Home Point recorded. Return-to-Home Altitude : 98FT.,12,Home Point recorded. Return-to-Home Altitude : 98FT.
1389,Downlink Restored (after 0m 1s).,505,Downlink Restored (after 0m 1s).
1390,Downlink Restored (after 0m 2.3s).,505,Downlink Restored (after 0m 2.3s).
1391,Downlink Restored (after 0m 1.1s).,505,Downlink Restored (after 0m 1.1s).
1392,Downlink Restored (after 0m 1.7s).,505,Downlink Restored (after 0m 1.7s).
1393,Downlink Restored (after 0m 2.9s).,505,Downlink Restored (after 0m 2.9s).
1394,Downlink Restored (after 0m 1s).,505,Downlink Restored (after 0m 1s).
1395,Downlink Restored (after 0m 1s).,505,Downlink Restored (after 0m 1s).
1396,Downlink Lost.,120,Downlink Lost.
1397,Downlink Lost.,120,Downlink Lost.
1398,Downlink Lost.,120,Downlink Lost.
1399,Downlink Lost.,120,Downlink Lost.
1400,Downlink Lost.,120,Downlink Lost.
1401,Downlink Lost.,120,Downlink Lost.
1402,Downlink Lost.,120,Downlink Lost.
1403,Downlink Lost.,120,Downlink Lost.
1404,Strong Remote Controller Interference.,297,Strong Remote Controller Interference.
1405,Not Allowed to change Aircraft Mode. If needed,32,Not Allowed to change Aircraft Mode. If needed
1406,Not Allowed to change Aircraft Mode. If needed,32,Not Allowed to change Aircraft Mode. If needed
1407,Home Point Recorded. RTH Altitude : 30m.,12,Home Point Recorded. RTH Altitude : 30m.
1408,Tap the screen lightly to focus.,81,Tap the screen lightly to focus.
1409,Tap the screen lightly to focus.,81,Tap the screen lightly to focus.
1410,Taking Off.,162,Taking Off.
1411,Aircraft is returning to the Home Point. RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary.,74,Aircraft is returning to the Home Point. RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary.
1412,Data Recorder File Index is 29.,109,Data Recorder File Index is 29.
1413,Taking Off.,162,Taking Off.
1414,Home Point Updated.,166,Home Point Updated.
1415,Aircraft is returning to the Home Point. RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary.,74,Aircraft is returning to the Home Point. RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary.
1416,Home Point Recorded. RTH Altitude : 30m.,12,Home Point Recorded. RTH Altitude : 30m.
1417,In Flight.,363,In Flight.
1418,In Flight.,363,In Flight.
1419,In Flight.,363,In Flight.
1420,In Flight.,363,In Flight.
1421,In Flight.,363,In Flight.
1422,In Flight.,363,In Flight.
1423,In Flight.,363,In Flight.
1424,Obstacle Avoidance will be disabled in landing.,444,Obstacle Avoidance will be disabled in landing.
1425,Home Point Recorded. RTH Altitude : 30m.,12,Home Point Recorded. RTH Altitude : 30m.
1426,Home Point Recorded. RTH Altitude : 30m.,12,Home Point Recorded. RTH Altitude : 30m.
1427,Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,44,Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.
1428,Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,44,Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.
1429,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution."
1430,Home Point Recorded.,57,Home Point Recorded.
1431,Taking Off.,162,Taking Off.
1432,Return-to-Home Altitude : 65FT,95,Return-to-Home Altitude : 65FT
1433,Home Point Recorded.,57,Home Point Recorded.
1434,Large Wind Velocity. Fly with caution.,108,Large Wind Velocity. Fly with caution.
1435,Landing.,280,Landing.
1436,SD card write speed is too slow. Not suitable for shooting a 4K video.,156,SD card write speed is too slow. Not suitable for shooting a 4K video.
1437,Maximum flight distance reached. Adjust the distance in MC Settings if required.,44,Maximum flight distance reached. Adjust the distance in MC Settings if required.
1438,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,158,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.
1439,High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,43,High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.
1440,Maximum flight distance reached. Adjust the distance in MC Settings if required.,44,Maximum flight distance reached. Adjust the distance in MC Settings if required.
1441,Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,169,Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.
1442,Backward Obstacle Sensing is not functioning.,30,Backward Obstacle Sensing is not functioning.
1443,Sensing system is blocked or too close to the obstacle.,230,Sensing system is blocked or too close to the obstacle.
1444,Weak GPS signal. Aircraft is in Attitude mode and hovering may be unstable. Fly with caution.,432,Weak GPS signal. Aircraft is in Attitude mode and hovering may be unstable. Fly with caution.
1445,Data Recorder File Index is 46.,109,Data Recorder File Index is 46.
1446,RTH Altitude : 65FT.,115,RTH Altitude : 65FT.
1447,Taking off.,162,Taking off.
1448,Home Point Recorded.,57,Home Point Recorded.
1449,Home Point Updated.,166,Home Point Updated.
1450,GPS Position Mismatch.,188,GPS Position Mismatch.
1451,GPS Position Mismatch.,188,GPS Position Mismatch.
1452,GPS Position Mismatch.,188,GPS Position Mismatch.
1453,GPS Position Mismatch.,188,GPS Position Mismatch.
1454,GPS Position Mismatch.,188,GPS Position Mismatch.
1455,GPS Position Mismatch.,188,GPS Position Mismatch.
1456,GPS Position Mismatch.,188,GPS Position Mismatch.
1457,GPS Position Mismatch.,188,GPS Position Mismatch.
1458,GPS Position Mismatch.,188,GPS Position Mismatch.
1459,GPS Position Mismatch.,188,GPS Position Mismatch.
1460,GPS Position Mismatch.,188,GPS Position Mismatch.
1461,GPS Position Mismatch.,188,GPS Position Mismatch.
1462,GPS Position Mismatch.,188,GPS Position Mismatch.
1463,GPS Position Mismatch.,188,GPS Position Mismatch.
1464,GPS Position Mismatch.,188,GPS Position Mismatch.
1465,GPS Position Mismatch.,188,GPS Position Mismatch.
1466,Large Wind Velocity.,288,Large Wind Velocity.
1467,GPS Position Mismatch.,188,GPS Position Mismatch.
1468,GPS Position Mismatch.,188,GPS Position Mismatch.
1469,GPS Position Mismatch.,188,GPS Position Mismatch.
1470,GPS Position Mismatch.,188,GPS Position Mismatch.
1471,GPS Position Mismatch.,188,GPS Position Mismatch.
1472,GPS Position Mismatch.,188,GPS Position Mismatch.
1473,GPS Position Mismatch.,188,GPS Position Mismatch.
1474,GPS Position Mismatch.,188,GPS Position Mismatch.
1475,GPS Position Mismatch.,188,GPS Position Mismatch.
1476,GPS Position Mismatch.,188,GPS Position Mismatch.
1477,GPS Position Mismatch.,188,GPS Position Mismatch.
1478,GPS Position Mismatch.,188,GPS Position Mismatch.
1479,GPS Position Mismatch.,188,GPS Position Mismatch.
1480,GPS Position Mismatch.,188,GPS Position Mismatch.
1481,GPS Position Mismatch.,188,GPS Position Mismatch.
1482,GPS Position Mismatch.,188,GPS Position Mismatch.
1483,GPS Position Mismatch.,188,GPS Position Mismatch.
